GSM,GSE,Label,PubMed ID,Release Date,In Situ Site,Disease,Total Reads,High-Quality Reads,FRiP,Num Peaks,motif_ov_ratio
GSM4742531,GSE156697,mESC,35197580,9/20/20,Embryonic Stem Cell,,72474223,47735055,0.252,98608,0.8877
GSM4742532,GSE156697,mESC,35197580,9/20/20,Embryonic Stem Cell,,72257236,47505973,0.241,95565,0.8908
GSM4742533,GSE156697,mESC,35197580,9/20/20,Embryonic Stem Cell,,77743965,50710670,0.24,96111,0.8894
GSM4773790,GSE157720,EPSC,35425987,4/18/22,Extended Pluripotent Stem Cell,,96759626,48343293,0.301,66078,0.86
GSM4773791,GSE157720,EPSC,35425987,4/18/22,Extended Pluripotent Stem Cell,,83338322,41279378,0.264,64609,0.862
GSM4776635,GSE144336,erythroid,34108683,4/16/21,Spleen,,106888992,70879371,0.184,39052,0.9204
GSM4776636,GSE144336,erythroid,34108683,4/16/21,Spleen,,115635618,80863951,0.128,35657,0.9295
GSM4776653,GSE144336,E14,34108683,4/16/21,Embryonic Stem Cell,,115183746,82581394,0.193,64835,0.9007
GSM4776654,GSE144336,E14,34108683,4/16/21,Embryonic Stem Cell,,84393304,57496879,0.187,60329,0.915
GSM4801127,GSE151910,RAG1 deficient_B6_BM_pro_B_cell,,11/7/20,Not Stated,,16512018,9980630,0.167,31283,0.9459
GSM4801128,GSE151910,RAG1 deficient_B6_BM_pro_B_cell,,11/7/20,Not Stated,,23955050,15221017,0.197,37555,0.9346
GSM4801129,GSE151910,RAG1 deficient_B6_BM_pro_B_cell,,11/7/20,Not Stated,,27575420,15215400,0.129,31633,0.9324
GSM4819665,GSE159110,liver,33612119,3/2/21,Liver,,78129356,46098010,0.332,52708,0.8633
GSM4819667,GSE159110,liver,33612119,3/2/21,Liver,,107201368,58223603,0.303,53980,0.8746
GSM4819669,GSE159110,liver,33612119,3/2/21,Liver,,64483076,34984257,0.274,46584,0.8715
GSM4819671,GSE159110,liver,33612119,3/2/21,Liver,,102915850,54903709,0.245,48788,0.8835
GSM4819673,GSE159110,liver,33612119,3/2/21,Liver,,88915250,49003852,0.213,45985,0.8779
GSM4819675,GSE159110,liver,33612119,3/2/21,Liver,,92243014,53343053,0.288,53841,0.8503
GSM4819677,GSE159110,liver,33612119,3/2/21,Liver,,99647756,61206097,0.402,65952,0.8501
GSM4819679,GSE159110,liver,33612119,3/2/21,Liver,,109460936,59406870,0.23,50726,0.8935
GSM4831211,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,26415388,17759755,0.018,11965,0.9662
GSM4831212,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,24948162,16791133,0.023,13915,0.9647
GSM4831213,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,43034376,26604792,0.017,13938,0.9648
GSM4831214,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,31801227,20387881,0.029,17073,0.9635
GSM4831215,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,27627965,16703637,0.019,12633,0.9654
GSM4831216,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,30486814,20325819,0.017,12787,0.9659
GSM4831217,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,25243900,17213076,0.012,9423,0.9662
GSM4831218,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,27158713,17347319,0.016,11481,0.9681
GSM4831219,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,26218613,16370623,0.015,10849,0.9678
GSM4831231,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,51492412,30356834,0.021,16219,0.9602
GSM4831232,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,52383778,29042101,0.006,6690,0.9636
GSM4831233,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,58328114,39387590,0.029,19743,0.9509
GSM4831245,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,36908558,12540737,0.015,9626,0.958
GSM4831247,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,33577264,11281084,0.016,9681,0.9582
GSM4831248,GSE159503,LSK,33788948,10/14/20,Bone Marrow,,82541801,28706557,0.027,21594,0.9498
GSM4831249,GSE159503,LSK,33788948,10/14/20,Bone Marrow,,38010289,6886873,0.083,24275,0.9285
GSM4831250,GSE159503,CMP,33788948,10/14/20,Bone Marrow,,30986124,2670012,0.061,12881,0.9342
GSM4831251,GSE159503,MEP,33788948,10/14/20,Bone Marrow,,32550070,18622058,0.017,13419,0.9584
GSM4831252,GSE159503,CFUE,33788948,10/14/20,Bone Marrow,,26850438,4729059,0.017,5321,0.896
GSM4831255,GSE159503,GMP,33788948,10/14/20,Bone Marrow,,29603542,2069050,0.14,21247,0.9085
GSM4831256,GSE159503,CFUMk,33788948,10/14/20,Bone Marrow,,27896499,14806598,0.119,35386,0.9181
GSM4831257,GSE159503,iMk,33788948,10/14/20,Bone Marrow,,35330050,19211223,0.037,19740,0.953
GSM4831258,GSE159503,iMk,33788948,10/14/20,Bone Marrow,,31186882,9469906,0.053,19296,0.9294
GSM4876530,GSE160657,anterior_neural_progenitor,34272393,12/31/20,Anterior Neural Progenitor,,29405068,14996647,0.287,60274,0.839
GSM4928545,GSE150254,postnatal_cortex,33849071,4/14/21,Cortex,,20035514,7330990,0.093,15735,0.9375
GSM4928546,GSE150254,postnatal_cortex,33849071,4/14/21,Cortex,,16201362,5778408,0.088,13659,0.9409
GSM4928547,GSE150254,postnatal_cortex,33849071,4/14/21,Cortex,,18744500,6948564,0.158,20315,0.9164
GSM4928548,GSE150254,postnatal_cortex,33849071,4/14/21,Cortex,,22455590,7725182,0.221,25320,0.8967
GSM4932898,GSE153403,F123,34002095,7/6/20,Embryonic Stem Cell,,48782206,19158892,0.258,51966,0.8956
GSM4978047,GSE123670,MEF,35385732,4/5/22,Embryonic Fibroblast,,27647090,3031360,0.056,5370,0.8845
GSM4978051,GSE123670,MEF_reprogramming_day_3,35385732,4/5/22,Embryonic Fibroblast,,26233838,7039785,0.16,20296,0.8534
GSM4978053,GSE123670,MEF_reprogramming_day_6,35385732,4/5/22,Embryonic Fibroblast,,26098370,7677876,0.048,9592,0.854
GSM4978055,GSE123670,MEF_reprogramming_day_6,35385732,4/5/22,Embryonic Fibroblast,,27838672,9756358,0.126,21666,0.8659
GSM4978057,GSE123670,MEF_reprogramming_day_9,35385732,4/5/22,Embryonic Fibroblast,,23900396,6471747,0.075,10984,0.8506
GSM4978059,GSE123670,MEF_reprogramming_day_9,35385732,4/5/22,Embryonic Fibroblast,,23293744,8664875,0.075,12947,0.8225
GSM4978061,GSE123670,MEF_reprogramming_day_9,35385732,4/5/22,Embryonic Fibroblast,,25652748,5901964,0.113,14575,0.8617
GSM4978085,GSE123670,MEF_reprogramming_day_10,35385732,4/5/22,Embryonic Fibroblast,,51236276,26114688,0.012,6279,0.9598
GSM4984771,GSE163729,JM8.N4,35410381,2/9/22,Embryonic Stem Cell,,30923070,8716656,0.129,21794,0.8449
GSM4984782,GSE163729,JM8.N4,35410381,2/9/22,Embryonic Stem Cell,,15167608,11625700,0.123,27501,0.859
GSM4984789,GSE163729,JM8.N4,35410381,2/9/22,Embryonic Stem Cell,,10295204,7040139,0.076,15184,0.8487
GSM4984796,GSE163729,JM8.N4,35410381,2/9/22,Embryonic Stem Cell,,14222600,10888529,0.072,18093,0.8401
GSM4984803,GSE163729,JM8.N4,35410381,2/9/22,Embryonic Stem Cell,,13036232,10053627,0.12,24758,0.8865
GSM4984810,GSE163729,JM8.N4,35410381,2/9/22,Embryonic Stem Cell,,31188974,18241316,0.039,15558,0.8855
GSM5008188,GSE164360,anterior_cerebellum,34588434,4/7/21,Anterior Cerebellum,,30239450,27600896,0.071,30908,0.8578
GSM5008189,GSE164360,anterior_cerebellum,34588434,4/7/21,Anterior Cerebellum,,23882825,21743356,0.064,29562,0.8955
GSM5008190,GSE164360,anterior_cerebellum,34588434,4/7/21,Anterior Cerebellum,,26785055,24641765,0.116,36683,0.8756
GSM5008191,GSE164360,anterior_cerebellum,34588434,4/7/21,Anterior Cerebellum,,23887827,21711522,0.051,24248,0.8396
GSM5008192,GSE164360,anterior_cerebellum,34588434,4/7/21,Anterior Cerebellum,,22184978,20192120,0.064,28471,0.9
GSM5008193,GSE164360,anterior_cerebellum,34588434,4/7/21,Anterior Cerebellum,,30176045,27615556,0.102,40433,0.8446
GSM5057622,GSE154249,spermatocyte,34158481,4/22/21,Testis,,18952743,12906114,0.169,31847,0.9431
GSM5067736,GSE156692,mESC,33990600,11/25/20,Embryonic Stem Cell,,61189664,16726629,0.37,54759,0.8995
GSM5081971,GSE165049,LK,,2/18/22,Bone Marrow,,44207900,31571308,0.756,35661,0.3061
GSM5081972,GSE165049,LK,,2/18/22,Bone Marrow,,88433462,59237309,0.808,55561,0.2872
GSM5093519,GSE144056,differentiating_mESC,34856126,12/1/21,Embryonic Stem Cell,,144491886,80422545,0.204,67334,0.8742
GSM5093521,GSE144056,differentiating_mESC,34856126,12/1/21,Embryonic Stem Cell,,139321960,78661114,0.316,75911,0.8124
GSM5176627,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,78592726,28227927,0.044,23810,0.9476
GSM5176628,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,71601638,31263762,0.068,30209,0.935
GSM5176629,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,70525704,13656354,0.066,21972,0.9464
GSM5176630,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,67918412,22035512,0.061,25479,0.9431
GSM5176632,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,77686398,33873184,0.089,32918,0.9259
GSM5176633,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,79539638,26110184,0.07,28321,0.9372
GSM5176634,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,61802298,20963982,0.047,22401,0.9487
GSM5176635,GSE169121,LSK,35020836,1/21/22,Bone Marrow,,76210498,29506087,0.072,31098,0.9333
GSM5225260,GSE159503,erythroid_progenitor,33788948,10/14/20,Erythroid Progenitor,,17450131,12239096,0.057,19950,0.9575
GSM5231125,GSE154249,spermatocyte,34158481,4/22/21,Testis,,23303086,13711636,0.21,38166,0.9305
GSM5231126,GSE154249,spermatocyte,34158481,4/22/21,Testis,,22579037,14098770,0.239,41009,0.9221
GSM5233334,GSE171749,TT2,35081363,1/25/22,Embryonic Stem Cell,,57781995,29915148,0.33,100578,0.7738
GSM5233335,GSE171749,TT2,35081363,1/25/22,Embryonic Stem Cell,,49375009,26717737,0.376,109107,0.7124
GSM5233336,GSE171749,TT2,35081363,1/25/22,Embryonic Stem Cell,,57795518,35977962,0.337,103424,0.8064
GSM5233337,GSE171749,TT2,35081363,1/25/22,Embryonic Stem Cell,,57251389,34724224,0.346,119919,0.6926
GSM5253974,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,26723999,16935569,0.039,26580,0.9558
GSM5253975,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,32393284,19506444,0.043,29207,0.9521
GSM5253976,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,21190337,9578402,0.035,20852,0.9561
GSM5253977,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,19393777,8345415,0.015,9055,0.9596
GSM5253978,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,28500119,11299630,0.157,50200,0.9242
GSM5253979,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,20512613,13521731,0.136,48780,0.9308
GSM5253980,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,21844450,11766369,0.186,58483,0.9208
GSM5253981,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,19875392,11114523,0.151,51927,0.9306
GSM5254032,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,20022899,13862953,0.017,13751,0.9547
GSM5254034,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,19287255,13402156,0.015,11950,0.9569
GSM5254035,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,21786043,15342376,0.03,22461,0.9539
GSM5254037,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,22065088,15293310,0.044,30172,0.9529
GSM5254058,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,35491017,21714258,0.017,14211,0.9363
GSM5254059,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,41576527,25334406,0.006,6174,0.9428
GSM5254060,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,58268243,32665158,0.021,21013,0.9417
GSM5254061,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,35957561,21855611,0.05,33205,0.9451
GSM5254062,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,51850972,29784254,0.031,26930,0.9438
GSM5254063,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,37230892,22419435,0.015,14576,0.9436
GSM5254064,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,58303443,31902824,0.032,28659,0.9415
GSM5254087,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,24180718,17029183,0.034,26342,0.9558
GSM5254088,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,26232884,18275306,0.017,16235,0.9597
GSM5254089,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,23246000,16371088,0.012,11846,0.9647
GSM5254090,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,21605610,15121809,0.019,16430,0.9605
GSM5254091,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,21746748,15196711,0.037,27824,0.952
GSM5254092,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,22216061,15462993,0.024,19885,0.9588
GSM5254093,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,20468265,14464209,0.039,28095,0.9546
GSM5254094,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,21707347,15187663,0.015,13250,0.9635
GSM5254095,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,20814208,14533370,0.046,31348,0.9509
GSM5254096,GSE172392,E14,34764232,5/10/22,Embryonic Stem Cell,,22010670,15409387,0.013,12376,0.9601
GSM5320219,GSE108434,erythrocyte,34290235,5/6/21,Erythroid,,64702376,28616471,0.047,22305,0.9458
GSM5320220,GSE108434,erythrocyte,34290235,5/6/21,Erythroid,,55628132,36766827,0.023,14801,0.9526
GSM5320221,GSE108434,erythrocyte,34290235,5/6/21,Erythroid,,56231598,33859795,0.05,22170,0.9439
GSM535747,GSE21365,3T3-L1_preadipocytes,20887899,9/30/10,Embryonic Fibroblast,,18224191,4826039,0.313,38430,0.9078
GSM535754,GSE21365,3T3-L1_preadipocytes,20887899,9/30/10,Embryonic Fibroblast,,21073396,9121323,0.237,36115,0.9041
GSM535761,GSE21365,3T3-L1_adipocytes,20887899,9/30/10,Embryonic Fibroblast,,20941951,4791215,0.358,37564,0.9177
GSM535768,GSE21365,3T3-L1_adipocytes,20887899,9/30/10,Embryonic Fibroblast,,24535184,6683754,0.361,42595,0.8902
GSM5388165,GSE178348,NIH 3T3,,2/24/22,Embryonic Fibroblast,,51297052,35360750,0.108,35031,0.9143
GSM5388166,GSE178348,NIH 3T3,,2/24/22,Embryonic Fibroblast,,46702044,32206744,0.115,35415,0.9132
GSM5388167,GSE178348,NIH 3T3,,2/24/22,Embryonic Fibroblast,,58581048,32924563,0.333,65429,0.8732
GSM5388168,GSE178348,NIH 3T3,,2/24/22,Embryonic Fibroblast,,46432012,31376781,0.305,61747,0.8823
GSM5388172,GSE178348,Scid.adh,,2/24/22,Thymus,Thymic Lymphoma,28663664,20159122,0.197,37558,0.9202
GSM5388173,GSE178348,Scid.adh,,2/24/22,Thymus,Thymic Lymphoma,34389838,24272351,0.271,47321,0.8986
GSM5388174,GSE178348,Scid.adh,,2/24/22,Thymus,Thymic Lymphoma,48489484,34339744,0.263,56142,0.8921
GSM5388175,GSE178348,Scid.adh,,2/24/22,Thymus,Thymic Lymphoma,25576684,18346638,0.263,46089,0.9129
GSM5410964,GSE151503,liver,34358714,7/27/21,Liver,,22752422,15437338,0.114,22432,0.9197
GSM5410965,GSE151503,liver,34358714,7/27/21,Liver,,20114776,13610773,0.09,20228,0.9343
GSM546526,GSE21978,RAG1KO_pro_b_cell,20543837,6/13/10,Bone Marrow,,7457881,4082815,0.238,35904,0.9386
GSM5478656,GSE180937,mTEC,,7/30/21,Medullary Thymic Epithelial Cell,,20251841,2459887,0.11,18218,0.947
GSM5478657,GSE180937,mTEC,,7/30/21,Medullary Thymic Epithelial Cell,,14244878,4764364,0.125,24608,0.9483
GSM5478658,GSE180937,mTEC,,7/30/21,Medullary Thymic Epithelial Cell,,63597398,2353749,0.142,21367,0.931
GSM5478659,GSE180937,mTEC,,7/30/21,Medullary Thymic Epithelial Cell,,47571722,2587060,0.143,22114,0.9147
GSM5481605,GSE139483,N1E-115,37597632,2/14/24,Neuoblast,,51159460,40435962,0.18,37795,0.8561
GSM5481607,GSE139483,N1E-115,37597632,2/14/24,Neuoblast,,64556562,48873525,0.234,47542,0.869
GSM5493245,GSE181234,MEL,34716321,9/19/21,Erythroleukemia Cell,Leukemia,41919955,28154645,0.072,35612,0.9517
GSM5493246,GSE181234,MEL,34716321,9/19/21,Erythroleukemia Cell,Leukemia,49842545,33084279,0.069,36084,0.9484
GSM5493247,GSE181234,MEL,34716321,9/19/21,Erythroleukemia Cell,Leukemia,34233703,23280124,0.038,21749,0.9578
GSM5493248,GSE181234,MEL,34716321,9/19/21,Erythroleukemia Cell,Leukemia,32618486,21000338,0.084,34660,0.9526
GSM5493249,GSE181234,MEL,34716321,9/19/21,Erythroleukemia Cell,Leukemia,26010972,16990626,0.065,27165,0.9589
GSM5493250,GSE181234,MEL,34716321,9/19/21,Erythroleukemia Cell,Leukemia,29328292,20175071,0.041,21464,0.9537
GSM5493257,GSE181234,mESC,34716321,9/19/21,Embryonic Stem Cell,,52962758,29799218,0.132,51732,0.9072
GSM5493258,GSE181234,mESC,34716321,9/19/21,Embryonic Stem Cell,,19796597,13031756,0.074,32418,0.9506
GSM5493259,GSE181234,mESC,34716321,9/19/21,Embryonic Stem Cell,,42928611,26051670,0.118,49447,0.8999
GSM5493260,GSE181234,mESC,34716321,9/19/21,Embryonic Stem Cell,,18469472,11912606,0.208,56433,0.9166
GSM5493261,GSE181234,mESC,34716321,9/19/21,Embryonic Stem Cell,,18995626,12151231,0.03,17444,0.9664
GSM5501395,GSE181387,E10_posterior_trunk,34711654,10/5/21,Posterior Trunk,,213359147,124015673,0.149,95333,0.7492
GSM5501396,GSE181387,E12_brain,34711654,10/5/21,Brain,,213743939,112956252,0.096,64102,0.8562
GSM5501397,GSE181387,E12_distal_forelimb,34711654,10/5/21,Distal Forelimb,,181140348,55709480,0.116,55957,0.8715
GSM5501398,GSE181387,E12_proximal_forelimb,34711654,10/5/21,Proximal Forelimb,,189433084,60441347,0.108,55675,0.8773
GSM5509516,GSE181705,mESC,36117192,10/24/22,Embryonic Stem Cell,,74052382,23845356,0.447,72626,0.8896
GSM5509517,GSE181705,mESC,36117192,10/24/22,Embryonic Stem Cell,,67239792,32932157,0.207,51396,0.9091
GSM5509520,GSE181705,embryoid_body,36117192,10/24/22,Embryoid Body,,74467124,26472508,0.287,60167,0.899
GSM5509521,GSE181705,embryoid_body,36117192,10/24/22,Embryoid Body,,69923150,25008708,0.286,58831,0.9013
GSM5512829,GSE181847,E14,36050765,8/11/22,Embryonic Stem Cell,,14439617,5958034,0.092,22137,0.9557
GSM5571884,GSE183828,mESC,35703121,6/15/22,Embryonic Stem Cell,,52598048,30473221,0.385,86897,0.8638
GSM5571885,GSE183828,mESC,35703121,6/15/22,Embryonic Stem Cell,,51037775,29781648,0.388,83225,0.8707
GSM5571916,GSE183828,EpiLC,35703121,6/15/22,Epiblast-like Cell,,50978871,30883572,0.372,88694,0.8652
GSM5571917,GSE183828,EpiLC,35703121,6/15/22,Epiblast-like Cell,,49272774,31140845,0.434,101917,0.8531
GSM5571947,GSE183828,PGCLC_day_2_induction,35703121,6/15/22,Primordial Germ Cell Like Cell,,46577374,28858739,0.464,107530,0.825
GSM5571948,GSE183828,PGCLC_day_2_induction,35703121,6/15/22,Primordial Germ Cell Like Cell,,47085571,29556341,0.478,111926,0.812
GSM5571980,GSE183828,PGCLC_day_4_induction,35703121,6/15/22,Primordial Germ Cell Like Cell,,44986588,27314371,0.401,92922,0.8531
GSM5571981,GSE183828,PGCLC_day_4_induction,35703121,6/15/22,Primordial Germ Cell Like Cell,,44859148,27341007,0.473,103418,0.8429
GSM5572013,GSE183828,GSC,35703121,6/15/22,Germline Stem Cell,,41586103,20120743,0.406,42547,0.9408
GSM5572014,GSE183828,GSC,35703121,6/15/22,Germline Stem Cell,,43574632,20454997,0.419,42564,0.9414
GSM5572046,GSE183828,GSCLC,35703121,6/15/22,Germline Stem Cell-like Cell,,47417646,22723026,0.432,53905,0.9133
GSM5572047,GSE183828,GSCLC,35703121,6/15/22,Germline Stem Cell-like Cell,,27370976,15500660,0.5,54673,0.9114
GSM5575014,GSE183958,neural_precursor,,9/16/21,Neural Precursor,,10716669,4319530,0.136,30032,0.9247
GSM5575015,GSE183958,neural_precursor,,9/16/21,Neural Precursor,,11233043,3886737,0.173,32737,0.914
GSM5582968,GSE184272,mESC,37264934,6/2/23,Embryonic Stem Cell,,31237526,7550064,0.37,34144,0.7711
GSM5582969,GSE184272,mESC,37264934,6/2/23,Embryonic Stem Cell,,56083788,20491414,0.387,56920,0.7919
GSM5588962,GSE184435,erythroid,34995303;39863595,9/22/21,Erythroid,,73052144,50008451,0.094,33605,0.9245
GSM5588963,GSE184435,erythroid,34995303;39863595,9/22/21,Erythroid,,64024826,42750768,0.119,34242,0.9176
GSM5589517,GSE184471,TT2,38167730,11/1/23,Embryonic Stem Cell,,37509211,26309042,0.081,40556,0.9006
GSM5589518,GSE184471,TT2,38167730,11/1/23,Embryonic Stem Cell,,37007882,26443474,0.127,53242,0.8794
GSM5590167,GSE184490,416B,35140205,12/16/21,Bone Marrow,,123462530,58095975,0.044,30405,0.9551
GSM5590168,GSE184490,416B,35140205,12/16/21,Bone Marrow,,60343194,8497165,0.096,23350,0.96
GSM560351,GSE22562,MEF,20720539,8/12/10,Embryonic Fibroblast,,33485090,18170593,0.01,7944,0.9719
GSM560352,GSE22562,MEF,20720539,8/12/10,Embryonic Fibroblast,,16850012,3776747,0.127,24294,0.9538
GSM5625203,GSE185884,dendritic_cells,36882470,1/4/23,Bone Marrow,,103611916,70735730,0.163,55801,0.8136
GSM5625204,GSE185884,dendritic_cells,36882470,1/4/23,Bone Marrow,,92866754,64496622,0.143,52774,0.7937
GSM5693591,GSE149309,sperm,36469784,11/8/22,Sperm,,59271316,19382876,0.014,6677,0.9685
GSM5693592,GSE149309,sperm,36469784,11/8/22,Sperm,,32103588,16533344,0.017,6991,0.9722
GSM5693593,GSE149309,sperm,36469784,11/8/22,Sperm,,94611548,23978889,0.086,17356,0.9604
GSM5693594,GSE149309,sperm,36469784,11/8/22,Sperm,,104959934,24200503,0.174,20120,0.9518
GSM5703956,GSE189563,mESC,37225980,3/18/23,Embryonic Stem Cell,,204152946,119902331,0.131,63721,0.8622
GSM5703958,GSE189563,mESC,37225980,3/18/23,Embryonic Stem Cell,,228918318,126428883,0.024,17878,0.9362
GSM5703959,GSE189563,mESC,37225980,3/18/23,Embryonic Stem Cell,,231628788,131896000,0.113,60848,0.8703
GSM5703960,GSE189563,mESC,37225980,3/18/23,Embryonic Stem Cell,,230890760,131710435,0.014,13893,0.9468
GSM5710721,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,39764257,24540167,0.101,33729,0.9402
GSM5710722,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,38733244,24006331,0.103,33889,0.9359
GSM5710723,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,43039742,26588077,0.112,38179,0.9431
GSM5710724,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,41798244,25864262,0.125,40178,0.9381
GSM5710725,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,41651226,25190786,0.094,33052,0.9436
GSM5710726,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,38300989,23428733,0.1,32662,0.9417
GSM5710727,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,39000590,23858698,0.104,33431,0.9403
GSM5710728,GSE189975,macrophage,35361678,3/31/22,Bone Marrow,,39238294,23919477,0.105,33587,0.9401
GSM5733489,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,25868735,13615509,0.157,51203,0.9166
GSM5733490,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,25738898,16895578,0.222,68181,0.8998
GSM5733491,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,31444041,16643718,0.186,54196,0.8921
GSM5733492,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,28223578,8026805,0.179,40115,0.9056
GSM5733509,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,22397996,11821247,0.17,53225,0.9165
GSM5733510,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,24280284,15643076,0.202,63462,0.9065
GSM5733511,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,30181213,15730529,0.131,43580,0.9146
GSM5733512,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,22097064,11645425,0.106,35100,0.927
GSM5733529,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,58063882,28157563,0.026,21468,0.943
GSM5733530,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,53242514,21074828,0.276,78533,0.8668
GSM5733531,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,63167654,24937598,0.245,72893,0.8345
GSM5733532,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,64704042,26680658,0.218,68867,0.8388
GSM5733549,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,69776172,18670408,0.24,65343,0.8467
GSM5733550,GSE190906,embryoid_body,35771912,12/16/21,Embryoid Body,,64730469,17137576,0.217,60089,0.8667
GSM5736107,GSE160559,mESC,35665862,6/13/22,Embryonic Stem Cell,,58651298,27144791,0.248,49367,0.6403
GSM5736108,GSE160559,mESC,35665862,6/13/22,Embryonic Stem Cell,,77027754,27115474,0.264,49223,0.6882
GSM5736110,GSE160559,mESC,35665862,6/13/22,Embryonic Stem Cell,,78018482,35770120,0.351,63837,0.6636
GSM5736111,GSE160559,mESC,35665862,6/13/22,Embryonic Stem Cell,,53955864,25577205,0.267,49686,0.7262
GSM5737216,GSE190989,E14,35145304,2/6/22,Embryonic Stem Cell,,48924693,15605277,0.177,57710,0.9152
GSM5737218,GSE190989,mESC,35145304,2/6/22,Embryonic Stem Cell,,22515704,9629571,0.21,56746,0.9178
GSM5737219,GSE190989,mESC,35145304,2/6/22,Embryonic Stem Cell,,27767781,11900073,0.186,50247,0.9321
GSM5737220,GSE190989,motor_neuron,35145304,2/6/22,Motor Neuron,,24550609,11715933,0.129,38926,0.9162
GSM5737222,GSE190989,motor_neuron,35145304,2/6/22,Motor Neuron,,13029092,6736473,0.149,36082,0.9145
GSM5737223,GSE190989,motor_neuron,35145304,2/6/22,Motor Neuron,,19759796,9770300,0.174,41300,0.9112
GSM5737224,GSE190989,E14,35145304,2/6/22,Embryonic Stem Cell,,34283642,9692903,0.202,53706,0.9239
GSM5737225,GSE190989,mESC,35145304,2/6/22,Embryonic Stem Cell,,38588451,13148933,0.179,56855,0.9139
