GSM,GSE,Label,PubMed ID,Release Date,In Situ Site,Disease,Total Reads,High-Quality Reads,FRiP,Num Peaks,motif_ov_ratio
GSM722759,GSE29218,liver,22763441,7/1/12,Liver,,53452133,23415872,0.166,56086,0.75
GSM722859,GSE29218,lung,22763441,7/1/12,Lung,,45500762,13845381,0.163,38282,0.8642
GSM722990,GSE29218,spleen,22763441,7/1/12,Spleen,,38371918,10130485,0.118,26089,0.883
GSM723004,GSE29218,MEF,22763441,7/1/12,Embryonic Fibroblast,,40877084,10482135,0.144,46511,0.5791
GSM723015,GSE29218,Bruce-4,22763441,7/1/12,Embryonic Stem Cell,,19433603,9910231,0.269,49471,0.8899
GSM7246731,GSE230915,heart,22955616,4/30/23,Heart,,49984798,27591897,0.359,74284,0.8211
GSM7246732,GSE230915,heart,22955616,4/30/23,Heart,,48205526,26176533,0.36,74372,0.8182
GSM7246733,GSE230915,heart,22955616,4/30/23,Heart,,39136018,21733363,0.35,65829,0.8348
GSM7246734,GSE230915,heart,22955616,4/30/23,Heart,,42261705,21945970,0.351,66682,0.8305
GSM7247446,GSE230982,gastrocnemius,22955616,4/30/23,Gastrocnemius,,37484636,23201363,0.135,37395,0.9127
GSM7247447,GSE230982,gastrocnemius,22955616,4/30/23,Gastrocnemius,,36858102,20746689,0.33,59860,0.8607
GSM7247448,GSE230982,gastrocnemius,22955616,4/30/23,Gastrocnemius,,39544607,22659650,0.323,61188,0.8602
GSM7247449,GSE230982,gastrocnemius,22955616,4/30/23,Gastrocnemius,,37805932,23142120,0.138,37886,0.9122
GSM7248791,GSE231067,left_cerebral_cortex,22955616,4/30/23,Left Cerebral Cortex,,37266493,24617355,0.163,50241,0.8851
GSM7248793,GSE231067,left_cerebral_cortex,22955616,4/30/23,Left Cerebral Cortex,,46953433,26914740,0.389,94100,0.7968
GSM7248795,GSE231067,left_cerebral_cortex,22955616,4/30/23,Left Cerebral Cortex,,22359975,14925920,0.161,42084,0.9047
GSM7248797,GSE231067,left_cerebral_cortex,22955616,4/30/23,Left Cerebral Cortex,,25719392,15070121,0.405,76056,0.8274
GSM7251544,GSE231130,hippocampus,22955616,4/30/23,Hippocampus,,49328878,28920446,0.39,97166,0.7971
GSM7251545,GSE231130,hippocampus,22955616,4/30/23,Hippocampus,,47321515,28139789,0.367,92539,0.8036
GSM7251546,GSE231130,hippocampus,22955616,4/30/23,Hippocampus,,46569744,27983280,0.367,91309,0.8066
GSM7251548,GSE231130,hippocampus,22955616,4/30/23,Hippocampus,,47648656,27894948,0.388,94880,0.8014
GSM7256790,GSE231307,E17.5_diencephalon,37214934;38872220,5/10/23,Diencephalon,,109170706,63237261,0.269,74189,0.7337
GSM7256792,GSE231307,E17.5_diencephalon,37214934;38872220,5/10/23,Diencephalon,,106909594,61848717,0.189,57553,0.7713
GSM7256794,GSE231307,E17.5_diencephalon,37214934;38872220,5/10/23,Diencephalon,,109572442,63546075,0.224,65266,0.7607
GSM7305335,GSE231869,R1,,5/9/23,Embryonic Stem Cell,,33374042,19199460,0.19,65696,0.889
GSM7305336,GSE231869,R1,,5/9/23,Embryonic Stem Cell,,39353848,23144131,0.142,53525,0.9103
GSM7305337,GSE231869,R1,,5/9/23,Embryonic Stem Cell,,38998582,17743376,0.22,66010,0.8962
GSM7305338,GSE231869,R1,,5/9/23,Embryonic Stem Cell,,38890871,21843773,0.178,58982,0.9039
GSM7305347,GSE231869,R1,,5/9/23,Embryonic Stem Cell,,121496178,58672693,0.199,61666,0.9002
GSM7305353,GSE231869,R1,,5/9/23,Embryonic Stem Cell,,109866476,53533602,0.156,52760,0.9157
GSM7305359,GSE231869,mESC,,5/9/23,Embryonic Stem Cell,,94954820,40212720,0.276,65352,0.8964
GSM7305365,GSE231869,mESC,,5/9/23,Embryonic Stem Cell,,135600386,55615620,0.254,68211,0.8913
GSM7336789,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,35146608,24849963,0.358,79582,0.8773
GSM7336790,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,27309093,19394309,0.434,79035,0.8811
GSM7336791,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,31954145,21090587,0.508,84057,0.8675
GSM7336792,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,31557049,20709077,0.541,85872,0.8597
GSM7336821,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,30960121,21547828,0.367,68033,0.8745
GSM7336822,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,26779353,17495094,0.605,94153,0.8546
GSM7336823,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,200051555,56563363,0.117,67787,0.6157
GSM7336824,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,31262379,21102423,0.415,72814,0.8659
GSM7336825,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,33489537,21798323,0.563,92198,0.8546
GSM7336826,GSE232490,large_pre_B_cell,,11/20/23,Not Stated,,200051555,54781516,0.118,67051,0.6172
GSM7461438,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,43853108,28558531,0.114,52078,0.9238
GSM7461439,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,49973683,33194735,0.078,45192,0.9325
GSM7461440,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,49725803,33085630,0.067,39008,0.9316
GSM7461441,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,47963592,30823815,0.091,44286,0.9192
GSM7461446,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,51927538,31935757,0.062,39162,0.9376
GSM7461447,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,46473805,29190832,0.062,37306,0.9382
GSM7461448,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,50622191,31656462,0.039,27157,0.9443
GSM7461449,GSE234295,mESC,,3/11/24,Embryonic Stem Cell,,48166641,28356673,0.051,30465,0.935
GSM747534,GSE30206,mESC,22170606,12/9/11,Embryonic Stem Cell,,13988384,6225941,0.529,61306,0.8952
GSM747535,GSE30206,mESC,22170606,12/9/11,Embryonic Stem Cell,,18268121,5396778,0.451,55519,0.9002
GSM747536,GSE30206,mESC,22170606,12/9/11,Embryonic Stem Cell,,12299231,4359253,0.465,49567,0.8955
GSM747537,GSE30206,mESC,22170606,12/9/11,Embryonic Stem Cell,,47803784,20899621,0.393,81583,0.8556
GSM747538,GSE30206,mESC,22170606,12/9/11,Embryonic Stem Cell,,47739191,15557803,0.379,69843,0.8737
GSM7512550,GSE235972,neuron,,8/30/23,Cortex,,19532312,10735170,0.189,29985,0.8386
GSM7512551,GSE235972,neuron,,8/30/23,Cortex,,43321122,31206830,0.245,61315,0.8701
GSM7512554,GSE235972,neuron,,8/30/23,Cortex,,23603108,14119525,0.148,28495,0.8932
GSM7512555,GSE235972,neuron,,8/30/23,Cortex,,41964486,28541287,0.153,37414,0.8936
GSM7528878,GSE236376,HM-1,38386308,8/1/24,Embryonic Stem Cell,,68787024,50730304,0.425,102125,0.8889
GSM7528879,GSE236376,HM-1,38386308,8/1/24,Embryonic Stem Cell,,81013104,58454340,0.447,110850,0.8772
GSM7528880,GSE236376,HM-1,38386308,8/1/24,Embryonic Stem Cell,,66003656,48864138,0.493,102901,0.8926
GSM7528881,GSE236376,HM-1,38386308,8/1/24,Embryonic Stem Cell,,71983222,53540138,0.539,110013,0.8866
GSM7681669,GSE184471,TT2,38167730,11/1/23,Embryonic Stem Cell,,41411848,23162342,0.061,33387,0.94
GSM7681670,GSE184471,TT2,38167730,11/1/23,Embryonic Stem Cell,,28526584,15995420,0.055,28916,0.9539
GSM7681681,GSE184471,TT2,38167730,11/1/23,Embryonic Stem Cell,,34199919,18555965,0.168,51734,0.9178
GSM7681682,GSE184471,TT2,38167730,11/1/23,Embryonic Stem Cell,,33949048,17351420,0.169,53716,0.9128
GSM7733061,GSE241741,pro_B_cell,,1/22/25,Bone Marrow,,33671479,24007225,0.31,74320,0.8993
GSM7733063,GSE241741,pro_B_cell,,1/22/25,Bone Marrow,,33824424,24349019,0.197,60120,0.9156
GSM7733098,GSE241741,pro_B_cell,,1/22/25,Bone Marrow,,44742183,27650530,0.376,70331,0.8851
GSM7733099,GSE241741,pro_B_cell,,1/22/25,Bone Marrow,,50388555,30588750,0.375,74118,0.8792
GSM7759596,GSE210815,neuron,38062010,10/31/23,Cortex,,25738376,13207824,0.201,30549,0.9154
GSM7759597,GSE210815,neuron,38062010,10/31/23,Cortex,,28020176,14142161,0.203,31203,0.9152
GSM7767568,GSE242719,whole_liver,38992049,9/12/23,Whole Liver,,17018806,8388664,0.143,41779,0.4346
GSM7767569,GSE242719,whole_liver,38992049,9/12/23,Whole Liver,,13801271,5663313,0.211,47472,0.4085
GSM7767577,GSE242719,whole_liver,38992049,9/12/23,Whole Liver,,20249477,14511097,0.064,23600,0.9203
GSM7767578,GSE242719,whole_liver,38992049,9/12/23,Whole Liver,,17563400,12816095,0.045,18165,0.9099
GSM7767579,GSE242719,whole_liver,38992049,9/12/23,Whole Liver,,33674406,21650454,0.075,30520,0.8753
GSM7767580,GSE242719,whole_liver,38992049,9/12/23,Whole Liver,,33152216,21617690,0.057,29698,0.7711
GSM7793701,GSE242235,testis,39026739,1/31/25,Testis,,52589200,35160804,0.09,39094,0.9055
GSM7793702,GSE242235,testis,39026739,1/31/25,Testis,,56517490,37726444,0.079,37676,0.8895
GSM7793703,GSE242235,testis,39026739,1/31/25,Testis,,52405515,35041865,0.092,39470,0.8986
GSM7796950,GSE243851,lens_epithelium,38643244,10/16/23,Lens Epithelium,,36501650,19032796,0.012,10229,0.938
GSM7796951,GSE243851,lens_fiber,38643244,10/16/23,Lens Fiber,,34048818,13749276,0.03,17416,0.9231
GSM7823632,GSE244681,Thy1+_spermatogonia,38076840,12/11/24,Testis,,53948714,6922847,0.029,9677,0.9325
GSM7823633,GSE244681,Thy1+_spermatogonia,38076840,12/11/24,Testis,,59924541,3882818,0.046,9987,0.8984
GSM7823634,GSE244681,pachyten_spermatocytes,38076840,12/11/24,Testis,,42426804,17740891,0.037,14113,0.961
GSM7823635,GSE244681,pachyten_spermatocytes,38076840,12/11/24,Testis,,62009178,7289179,0.084,16238,0.9529
GSM7823636,GSE244681,pachyten_spermatocytes,38076840,12/11/24,Testis,,49376707,7017641,0.06,15450,0.9491
GSM7823637,GSE244681,pachyten_spermatocytes,38076840,12/11/24,Testis,,47498764,13748971,0.075,21734,0.9538
GSM7832127,GSE244929,E14,40189615,10/13/23,Embryonic Stem Cell,,814422780,146135378,0.076,52745,0.8749
GSM7832128,GSE244929,erythroid,40189615,10/13/23,Erythroid,,137076970,92679350,0.115,41241,0.907
GSM7876362,GSE246755,E10.5_limb,,3/15/25,Limb,,57985076,18694208,0.057,21598,0.696
GSM7876363,GSE246755,E10.5_limb,,3/15/25,Limb,,58738068,22813559,0.098,32049,0.5973
GSM7876364,GSE246755,E10.5_limb,,3/15/25,Limb,,33164239,12768509,0.483,88782,0.8499
GSM7876365,GSE246755,E10.5_limb,,3/15/25,Limb,,27936174,7745737,0.322,54611,0.9073
GSM7886086,GSE247254,erythroid_progenitor,39210046,6/17/24,Erythroid Progenitor,,73193618,49590906,0.28,60056,0.899
GSM7886087,GSE247254,erythroid_progenitor,39210046,6/17/24,Erythroid Progenitor,,73757026,45282920,0.293,59633,0.8989
GSM7886099,GSE247254,erythroid_progenitor,39210046,6/17/24,Erythroid Progenitor,,46511784,30938213,0.271,53980,0.9067
GSM7886100,GSE247254,erythroid_progenitor,39210046,6/17/24,Erythroid Progenitor,,70660520,42845277,0.278,57107,0.904
GSM7898079,GSE247620,e15.5_neural_progenitor,38961490,6/1/24,Neural Progenitor,,50579336,21567061,0.108,29457,0.9403
GSM7898080,GSE247620,e15.5_neural_progenitor,38961490,6/1/24,Neural Progenitor,,35343960,14727211,0.146,30285,0.9355
GSM7898081,GSE247620,e15.5_neural_progenitor,38961490,6/1/24,Neural Progenitor,,22849190,9854702,0.188,30527,0.9322
GSM7898082,GSE247620,e15.5_neural_progenitor,38961490,6/1/24,Neural Progenitor,,37020536,16000367,0.213,40889,0.9436
GSM7898083,GSE247620,e15.5_neural_progenitor,38961490,6/1/24,Neural Progenitor,,48438286,19418890,0.143,36720,0.9486
GSM7898084,GSE247620,e15.5_neural_progenitor,38961490,6/1/24,Neural Progenitor,,34261344,14611519,0.14,33465,0.953
GSM7947101,GSE249430,olfactory_epithelium,39052779,7/29/24,Olfactory Epithelium,,87625256,39420043,0.068,27320,0.9487
GSM7956795,GSE249649,RAG1KO_CD4-_CD8-_thymocyte,38189780,1/4/24,Not Stated,,44571808,29706244,0.11,32100,0.9477
GSM7956796,GSE249649,RAG1KO_CD4-_CD8-_thymocyte,38189780,1/4/24,Not Stated,,69284066,48732853,0.042,23866,0.9584
GSM8041204,GSE254378,G1E-ER4,39721581,11/27/24,Erythroid,,64254656,36677786,0.347,64756,0.8882
GSM8041205,GSE254378,G1E-ER4,39721581,11/27/24,Erythroid,,80945420,46527662,0.324,61744,0.9023
GSM8041206,GSE254378,G1E-ER4,39721581,11/27/24,Erythroid,,74688092,40549594,0.331,59143,0.8991
GSM8041207,GSE254378,G1E-ER4,39721581,11/27/24,Erythroid,,58525646,32875447,0.294,55631,0.9104
GSM8091487,GSE256246,JM8.N4,39708803,3/7/24,Embryonic Stem Cell,,99581384,57978649,0.009,9797,0.9574
GSM8091488,GSE256246,JM8.N4,39708803,3/7/24,Embryonic Stem Cell,,103805124,59600063,0.01,11383,0.9545
GSM8091491,GSE256246,JM8.N4,39708803,3/7/24,Embryonic Stem Cell,,111144786,65754246,0.015,16661,0.9545
GSM8098659,GSE231869,E16.5_embryonic_brain,,5/9/23,Embryonic Brain,,143456906,30505096,0.337,53815,0.8502
GSM8098660,GSE231869,E16.5_embryonic_brain,,5/9/23,Embryonic Brain,,132007452,29768115,0.396,58004,0.849
GSM8098661,GSE231869,E16.5_embryonic_brain,,5/9/23,Embryonic Brain,,142967500,18836662,0.387,49260,0.8649
GSM8098662,GSE231869,E16.5_embryonic_brain,,5/9/23,Embryonic Brain,,145693692,22166382,0.397,53860,0.8567
GSM8127951,GSE260914,E14,39708805,3/8/24,Embryonic Stem Cell,,40706826,22347675,0.019,12754,0.9578
GSM8127952,GSE260914,E14,39708805,3/8/24,Embryonic Stem Cell,,22276320,10888273,0.04,17043,0.9521
GSM8128791,GSE260961,cd8+_T_cell,39820353,12/3/24,"Spleen, Lymph Node",,40759962,26160102,0.129,22446,0.6721
GSM8128792,GSE260961,cd8+_T_cell,39820353,12/3/24,"Spleen, Lymph Node",,22614949,16774695,0.023,17652,0.6957
GSM8128794,GSE260961,cd8+_T_cell,39820353,12/3/24,"Spleen, Lymph Node",,30196452,20193216,0.081,13779,0.6681
GSM8128795,GSE260961,cd8+_T_cell,39820353,12/3/24,"Spleen, Lymph Node",,22592473,17596905,0.05,25474,0.9498
GSM8137870,GSE262551,E14,,5/23/24,Embryonic Stem Cell,,43224962,32282255,0.518,78114,0.8577
GSM8137871,GSE262551,E14,,5/23/24,Embryonic Stem Cell,,41784444,31010150,0.288,61289,0.8886
GSM8137883,GSE262551,neural_progenitor,,5/23/24,Neural Progenitor,,40528814,27734687,0.438,69855,0.855
GSM8137884,GSE262551,neural_progenitor,,5/23/24,Neural Progenitor,,40318124,28128868,0.371,61305,0.8862
GSM8137898,GSE262551,E14,,5/23/24,Embryonic Stem Cell,,33547276,25596645,0.528,76989,0.8569
GSM8137899,GSE262551,E14,,5/23/24,Embryonic Stem Cell,,41706230,32201005,0.531,78362,0.8547
GSM8137911,GSE262551,neural_progenitor,,5/23/24,Neural Progenitor,,41408906,30288948,0.414,63078,0.884
GSM8137912,GSE262551,neural_progenitor,,5/23/24,Neural Progenitor,,40792986,29921593,0.411,62464,0.8736
GSM8137926,GSE262551,E14,,5/23/24,Embryonic Stem Cell,,40403306,31021889,0.512,79815,0.8684
GSM8137927,GSE262551,E14,,5/23/24,Embryonic Stem Cell,,42062358,32009435,0.527,82217,0.8611
GSM8137939,GSE262551,neural_progenitor,,5/23/24,Neural Progenitor,,30796084,22435358,0.433,61641,0.8948
GSM8137940,GSE262551,neural_progenitor,,5/23/24,Neural Progenitor,,40942068,29198292,0.256,50381,0.9123
GSM8163579,GSE262343,whole_testis,,4/23/24,Whole Testis,,435776940,264530896,0.155,60185,0.8115
GSM8163580,GSE262343,whole_testis,,4/23/24,Whole Testis,,404671018,235260655,0.221,74554,0.7803
GSM8163581,GSE262343,whole_testis,,4/23/24,Whole Testis,,346669858,52841368,0.056,38371,0.3807
GSM8163582,GSE262343,whole_testis,,4/23/24,Whole Testis,,316419668,44198793,0.054,23974,0.562
GSM8163583,GSE262343,whole_testis,,4/23/24,Whole Testis,,341995544,152283358,0.213,75562,0.7703
GSM8163584,GSE262343,whole_testis,,4/23/24,Whole Testis,,354871802,138971004,0.168,83646,0.556
GSM8172217,GSE262605,NIH-3T3,38648478,4/1/24,Embryonic Fibroblast,,68728474,30071081,0.021,12367,0.9512
GSM8172218,GSE262605,NIH-3T3,38648478,4/1/24,Embryonic Fibroblast,,88500748,44384902,0.025,19052,0.9628
GSM8172219,GSE262605,NIH-3T3,38648478,4/1/24,Embryonic Fibroblast,,66180022,36235291,0.022,15412,0.9591
GSM8172220,GSE262605,NIH-3T3,38648478,4/1/24,Embryonic Fibroblast,,90083354,48067162,0.026,20292,0.9647
GSM8219466,GSE254378,G1E-ER4,39721581,11/27/24,Erythroid,,77539450,47529068,0.217,44100,0.9163
GSM8219467,GSE254378,G1E-ER4,39721581,11/27/24,Erythroid,,14094614,9368254,0.201,29696,0.9396
GSM8308821,GSE269258,961C,39883527,1/31/25,Bone Marrow,Leukemia,83202312,52708622,0.062,24973,0.9359
GSM8308822,GSE269258,961C,39883527,1/31/25,Bone Marrow,Leukemia,84804316,49073300,0.074,31710,0.9215
GSM8331114,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,150311412,94935781,0.082,32584,0.9327
GSM8331115,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,130914632,80127836,0.131,38013,0.9149
GSM8331119,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,139731666,76618365,0.109,36288,0.9327
GSM8331120,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,127031010,71771199,0.089,32897,0.943
GSM8331125,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,133111866,69946649,0.014,9138,0.9666
GSM8331126,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,379072838,220636573,0.008,8699,0.741
GSM8331127,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,129770092,65635401,0.013,8031,0.8802
GSM8331134,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,247006380,131002996,0.012,9131,0.8522
GSM8331135,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,135895930,61783445,0.039,17336,0.8984
GSM8331136,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,180753718,97195852,0.009,6993,0.9642
GSM8331137,GSE269952,G1E-ER4,40011778,12/21/24,Erythroid,,119565898,65361298,0.021,11524,0.9442
GSM836458,GSE33819,activated_B_cell,21113164;23707059,11/19/11,Spleen,,33750386,15212586,0.321,68783,0.7788
GSM841708,GSE34094,mESC,22709888,7/25/12,Embryonic Stem Cell,,7049672,4632622,0.103,22911,0.9515
GSM8460891,GSE274894,mESC,,8/19/24,Embryonic Stem Cell,,23829219,5728170,0.187,42307,0.9262
GSM851280,GSE29218,E14.5_brain,22763441,7/1/12,Brain,,32378771,12197397,0.319,55887,0.8238
GSM851286,GSE29218,E14.5_heart,22763441,7/1/12,Heart,,6780246,3007468,0.031,6898,0.8634
GSM851292,GSE29218,E14.5_limb,22763441,7/1/12,Limb,,42460476,9629075,0.202,43775,0.7633
GSM851304,GSE29218,intestine,22763441,7/1/12,Intestine,,47141547,23756129,0.12,51641,0.6431
GSM851310,GSE29218,olfactory_bulb,22763441,7/1/12,Olfactory Bulb,,45755749,23454815,0.085,71961,0.3856
GSM851316,GSE29218,placenta,22763441,7/1/12,Placenta,,11566008,5494705,0.033,10557,0.8955
GSM851322,GSE29218,testis,22763441,7/1/12,Testis,,32956449,16623003,0.125,45241,0.6434
GSM851328,GSE29218,thymus,22763441,7/1/12,Thymus,,22387621,9923469,0.173,58019,0.4256
GSM8536597,GSE266349,ILC2,39567762,9/25/24,Lung,,41223233,30147193,0.023,14269,0.8761
GSM8536604,GSE266349,ILC2,39567762,9/25/24,Lung,,43948819,31776350,0.023,15070,0.871
GSM8536611,GSE266349,ILC2,39567762,9/25/24,Lung,,28967578,20693443,0.008,6298,0.9215
GSM8536618,GSE266349,ILC2,39567762,9/25/24,Lung,,47762874,33400920,0.021,15253,0.8871
GSM8536625,GSE266349,Th2,39567762,9/25/24,Spleen,,22413957,16422813,0.02,9981,0.8968
GSM8536639,GSE266349,Th2,39567762,9/25/24,Spleen,,27668519,19507667,0.015,8414,0.8861
GSM8536646,GSE266349,Th2,39567762,9/25/24,Spleen,,19793988,14140780,0.014,6733,0.8899
GSM8539634,GSE278100,pancreatic_tumor,,11/30/24,Pancreatic Tumor,Pancreatic Cancer,27530626,14375365,0.125,25361,0.9518
GSM8539635,GSE278100,pancreatic_tumor,,11/30/24,Pancreatic Tumor,Pancreatic Cancer,39705528,20196881,0.128,30641,0.9468
GSM8539636,GSE278100,pancreatic_tumor,,11/30/24,Pancreatic Tumor,Pancreatic Cancer,46513528,22219416,0.158,33223,0.9391
GSM8539638,GSE278100,pancreatic_tumor,,11/30/24,Pancreatic Tumor,Pancreatic Cancer,37740720,19567454,0.123,29212,0.9438
GSM8539639,GSE278100,pancreatic_tumor,,11/30/24,Pancreatic Tumor,Pancreatic Cancer,42305428,20419417,0.085,24555,0.9506
GSM8599166,GSE281151,E14,,11/22/24,Embryonic Stem Cell,,70766224,44100908,0.252,67291,0.9071
GSM8599167,GSE281151,E14,,11/22/24,Embryonic Stem Cell,,93965074,63663683,0.138,49108,0.9007
GSM8599168,GSE281151,E14,,11/22/24,Embryonic Stem Cell,,75470984,57484540,0.277,71305,0.9051
GSM8599169,GSE281151,E14,,11/22/24,Embryonic Stem Cell,,83585366,63321802,0.251,69891,0.9081
GSM862560,GSE35140,whole_brain,23804403,6/20/13,Brain,,118102950,48452267,0.119,37935,0.6727
GSM862561,GSE35140,whole_brain,23804403,6/20/13,Brain,,126716090,66627176,0.051,23187,0.8154
GSM8641800,GSE246755,E11.5_limb,,3/15/25,Limb,,120428988,90181818,0.117,47871,0.9083
GSM8641801,GSE246755,E11.5_limb,,3/15/25,Limb,,112699656,83144343,0.156,54667,0.8947
GSM8641802,GSE246755,E11.5_limb,,3/15/25,Limb,,82040000,59322269,0.166,49599,0.8897
GSM8641803,GSE246755,E11.5_limb,,3/15/25,Limb,,64888972,48128019,0.171,46735,0.9011
GSM8641804,GSE246755,E11.5_limb,,3/15/25,Limb,,111786380,86602646,0.558,111759,0.8087
GSM8641805,GSE246755,E11.5_limb,,3/15/25,Limb,,117660738,92036464,0.572,115987,0.8019
GSM8641806,GSE246755,E11.5_limb,,3/15/25,Limb,,56528462,42127638,0.534,89409,0.8205
GSM8641807,GSE246755,E11.5_limb,,3/15/25,Limb,,89800972,63700938,0.546,95316,0.7902
GSM8674960,GSE283963,E14.5_5-HT_neuron,,3/12/25,Brain,,45670746,23460607,0.016,8823,0.9542
GSM8705132,GSE285578,neuron,39988079,2/15/25,Cortex,,143912042,42009670,0.161,44968,0.8837
GSM8705133,GSE285578,neuron,39988079,2/15/25,Cortex,,137697336,40724602,0.159,44337,0.8843
GSM8705140,GSE285578,Neuro-2a,39988079,2/15/25,Neuroblast,Neuroblastoma,59326396,36123515,0.25,57095,0.9109
GSM8705141,GSE285578,Neuro-2a,39988079,2/15/25,Neuroblast,Neuroblastoma,57180470,34579295,0.249,56252,0.9121
GSM8745059,GSE287375,neural_progenitor,40166279,3/19/25,Neural Progenitor,,21685378,12471695,0.108,30201,0.9581
GSM8745060,GSE287375,neural_progenitor,40166279,3/19/25,Neural Progenitor,,18586044,11180810,0.123,30825,0.9461
GSM8782665,GSE270669,mESC,40118069,2/19/25,Embryonic Stem Cell,,867592088,60699947,0.361,57772,0.7723
GSM8782666,GSE270669,mESC,40118069,2/19/25,Embryonic Stem Cell,,703550688,61536637,0.349,54519,0.775
GSM879923,GSE36049,NIH-3T3,22726435,2/24/12,Embryonic Fibroblast,,17622711,10531631,0.163,36417,0.9334
GSM881052,GSE36104,dendritic_cells,22940246,9/11/12,Bone Marrow,,9488917,4560239,0.211,31775,0.9296
GSM881053,GSE36104,dendritic_cells,22940246,9/11/12,Bone Marrow,,11465496,4736250,0.174,29506,0.9325
GSM881054,GSE36104,dendritic_cells,22940246,9/11/12,Bone Marrow,,9096668,3797937,0.161,26390,0.941
GSM881055,GSE36104,dendritic_cells,22940246,9/11/12,Bone Marrow,,9347484,4124002,0.182,29365,0.9355
GSM8834392,GSE291396,motor_neuron,,3/12/25,Motor Neuron,,40360552,10258734,0.151,21633,0.9106
GSM8834393,GSE291396,motor_neuron,,3/12/25,Motor Neuron,,87936976,35770920,0.073,28486,0.9343
GSM883647,GSE36203,neural_progenitor,23706625,5/24/13,Neural Progenitor,,147581192,25910869,0.196,52344,0.8879
GSM915188,GSE36024,C2C12,,4/13/12,Myoblast,,28887228,7033923,0.148,29197,0.8658
GSM918709,GSE36027,small_intestine,22763441,4/19/12,Small Intestine,,47141547,23776351,0.12,51656,0.6429
GSM918711,GSE36027,testis,22763441,4/19/12,Testis,,32956449,16622956,0.125,45252,0.6434
GSM918715,GSE36027,liver,22763441,4/19/12,Liver,,53452133,23415712,0.166,56081,0.75
GSM918722,GSE36027,lung,22763441,4/19/12,Lung,,45500762,13845419,0.163,38274,0.8642
GSM918726,GSE36027,macrophage,22763441,4/19/12,Bone Marrow,,56407801,30802050,0.074,76893,0.4094
GSM918727,GSE36027,cortex,22763441,4/19/12,Cortex,,42900516,10317231,0.246,45013,0.8725
GSM918730,GSE36027,E14.5_brain,22763441,4/19/12,Brain,,32378771,12271130,0.32,56071,0.8232
GSM918731,GSE36027,kidney,22763441,4/19/12,Kidney,,38163846,16467738,0.317,66000,0.7621
GSM918734,GSE36027,thymus,22763441,4/19/12,Thymus,,22387621,9923516,0.173,58026,0.4256
GSM918736,GSE36027,olfactory_bulb,22763441,4/19/12,Olfactory Bulb,,45755749,23454897,0.085,71966,0.3856
GSM918741,GSE36027,E14.5_limb,22763441,4/19/12,Limb,,42460476,9762964,0.202,44169,0.7601
GSM918743,GSE36027,MEF,22763441,4/19/12,Embryonic Fibroblast,,40877084,10482250,0.144,46511,0.5791
GSM918744,GSE36027,MEL,22763441,4/19/12,Erythroleukemia Cell,Leukemia,128156189,11326599,0.265,50237,0.8428
GSM918745,GSE36027,spleen,22763441,4/19/12,Spleen,,38371918,10253453,0.118,26221,0.8817
GSM918748,GSE36027,Bruce-4,22763441,4/19/12,Embryonic Stem Cell,,37947459,17115145,0.217,59405,0.8231
GSM918756,GSE36027,heart,22763441,4/19/12,Heart,,33128001,13709088,0.23,45400,0.8509
GSM918757,GSE36027,bone_marrow,22763441,4/19/12,Bone Marrow,,56248480,28569687,0.096,48064,0.64
GSM918759,GSE36027,cerebellum,22763441,4/19/12,Cerebellum,,57796523,25794099,0.129,44078,0.7644
GSM923568,GSE36029,CH12,,4/30/12,B Lymphocyte,B-cell Lymphoma,39752826,29036924,0.047,27378,0.9439
GSM923570,GSE36029,G1E,,4/30/12,Erythroid,,45346365,32097837,0.026,18154,0.938
GSM923571,GSE36029,G1E-ER4,,4/30/12,Erythroid,,28194079,20096483,0.108,30950,0.9292
GSM923573,GSE36029,MEL,,4/30/12,Erythroleukemia Cell,Leukemia,54939573,37310800,0.089,35480,0.9327
